"NumInvoices","NumCancellations","TotalCost","NumStocks","Days","DiffInvoices"
3,2,2109.07,125,59.1,1
1,0,659.44,36,85.1,1
1,1,110.8,8,49.9,0
6,2,3487.75,49,58.1,4
3,0,1093.65,313,1,3
1,0,125.8,5,29.9,1
5,1,3755.38,157,32.9,4
5,0,680.18,17,40,5
2,0,628.78,5,14,2
7,1,2263.76,153,33,6
2,0,307.76,15,78.2,2
2,0,483.8,17,204.9,2
1,0,210.31,66,33,1
3,0,270.79,61,182.1,3
25,18,5613.08,119,1.9,7
7,0,3448.29,91,0.8,7
7,0,1280.85,10,42.9,7
3,1,605.84,35,85.1,2
2,0,291.41,76,39,2
3,0,626.99,72,11.9,3
2,0,682.41,114,96,2
7,1,916.12,37,25.1,6
1,0,91.8,4,318.9,1
12,4,3539.53,82,65.9,8
4,0,4149.28,128,73.1,4
2,0,584.06,31,27.9,2
4,0,605.06,123,5.1,4
1,0,174.37,32,7,1
1,0,141.86,14,215,1
3,0,1799.33,50,81.1,3
2,0,777.53,49,84,2
3,2,647.74,68,144,1
2,0,240.22,35,18.9,2
2,0,874.71,134,40,2
1,0,192.85,41,173,1
2,0,373.75,73,17,2
1,0,239.49,27,243,1
12,0,2092.32,157,12.1,12
1,0,1384.25,32,205.1,1
2,0,294.4,24,50,2
5,0,732.07,41,23,5
18,2,6703.3,78,9.9,16
4,1,1658.3,61,24.9,3
2,0,467.04,19,14.2,2
1,0,118,10,308.9,1
1,0,781.03,53,155.1,1
1,0,142.4,24,306,1
1,2,347,8,31.1,-1
9,4,2445.12,131,15.1,5
2,0,379.65,21,14,2
6,1,1976.12,70,11,5
3,0,1117.13,56,64.1,3
4,0,247.96,15,35.1,4
5,1,1990.28,77,108,4
1,0,396.97,26,52.1,1
2,0,697.04,133,5,2
1,1,167.42,33,47,0
21,12,5030.6,171,0.7,9
1,0,219.52,19,311.9,1
2,0,693.32,90,44.8,2
1,0,428.89,23,64.1,1
1,0,164.34,27,25.9,1
3,0,280.54,40,28.8,3
1,0,678.01,93,39.9,1
7,2,1115.43,165,11.9,5
3,1,1158.2,67,89,2
4,0,1610.46,171,23.9,4
1,1,399.99,23,312.1,0
3,0,544.18,31,40,3
1,0,177.34,13,173.1,1
1,0,213.85,19,116.2,1
5,2,672.44,75,30,3
1,0,257.23,19,252.2,1
5,2,1624.02,84,59,3
11,0,7792.36,28,23,11
7,4,1995.68,51,4.9,3
11,1,3021.77,6,99.2,10
5,1,2117.02,121,24.1,4
5,0,1575.16,156,33,5
1,0,1071.03,62,67.1,1
5,1,941.62,57,36.1,4
3,0,810.5,79,52,3
1,0,122.64,8,15.1,1
1,0,1033.34,39,74,1
1,0,354.8,57,215.1,1
3,0,519.44,24,30.9,3
4,1,2597.52,144,8.2,3
1,0,252.1,5,119.9,1
4,1,1670.22,65,9,3
2,0,346.6,23,256.1,2
6,1,1809.34,79,16,5
2,0,94.2,6,34.9,2
3,0,1095.08,48,45.2,3
6,0,2707.33,157,42.9,6
2,0,932.97,52,114,2
2,0,379.65,49,164.1,2
2,0,382.14,16,10,2
5,2,2421.47,91,9.1,3
2,1,1550.85,92,196.7,1
3,4,879.08,50,85.1,-1
1,0,189.47,13,178.9,1
3,0,84.65,12,59.9,3
1,0,305.02,82,148.9,1
21,8,6216.07,284,2,13
2,0,218.55,9,50.2,2
1,0,349.7,25,74.9,1
2,4,-71.46,4,301,-2
2,0,396.92,47,18,2
2,0,486.82,25,151,2
1,0,232.6,16,151.2,1
4,1,2202.31,164,1,3
4,0,827.83,37,17.1,4
1,0,59.5,3,187,1
1,1,64.23,29,285.1,0
7,0,3119.44,29,2,7
1,0,72,8,182.2,1
1,0,910,6,63,1
1,0,172.25,9,58.9,1
3,2,1466.87,48,24.1,1
0,2,-32,0,324.9,-2
50,10,62653.1,366,3.1,40
15,0,2504.13,46,30.9,15
1,0,151.3,12,38.1,1
1,0,308.58,14,154.9,1
10,0,2265.12,139,26,10
1,0,99.5,1,318,1
9,1,2295.31,111,4.9,8
3,0,711.86,25,7,3
1,0,330.79,20,302.1,1
2,0,806.41,48,266.8,2
1,0,296.88,49,271,1
13,4,6249.11,244,3.1,9
1,0,180.48,8,31.2,1
2,0,252.06,11,218.1,2
1,0,228.84,10,246.1,1
5,3,1053.94,89,280.7,2
1,0,138.28,21,269,1
6,1,1432.26,92,31.9,5
2,0,306.55,9,246,2
5,0,1041.68,56,14.9,5
4,0,799.9,42,116,4
1,0,524.14,28,35.9,1
3,1,2369.16,75,119.9,2
1,0,199.85,6,216.9,1
8,3,1809.81,95,49.2,5
2,0,1079.66,39,38.1,2
2,0,333.48,19,28.1,2
6,0,1016.14,38,36.1,6
2,0,752.6,38,135.2,2
2,0,610.59,36,219,2
1,0,491.86,33,27.9,1
4,4,2766.18,158,24.1,0
2,1,724,166,4.9,1
1,0,339.6,29,199.9,1
1,0,216.9,3,18,1
1,0,350.75,23,240.1,1
3,1,666.33,34,71.2,2
12,2,3102.42,200,16.1,10
7,1,1340.15,8,2.1,6
2,0,1156.36,54,94.9,2
1,1,291.54,25,151,0
1,0,79.6,1,373.1,1
5,0,948.25,24,95.2,5
5,0,1647.26,20,53.1,5
1,0,296.25,9,287.9,1
6,0,1186.28,64,124,6
1,0,741.26,35,287,1
2,0,282.6,11,151.1,2
9,1,2154.68,232,3,8
14,1,5145.12,66,1.8,13
7,0,3190.55,104,11.1,7
2,0,659.41,24,32.9,2
2,0,286.79,50,53.9,2
2,0,1070.65,68,50,2
1,1,0,7,203.9,0
1,2,1689.46,15,62.9,-1
3,0,1521.76,183,70.1,3
37,15,16945.71,55,1.9,22
10,6,2771.87,73,1.9,4
4,1,2631.7,114,64,3
3,0,1132.13,141,33,3
1,0,345,22,81.1,1
33,8,25748.35,36,0,25
1,0,178.7,9,102.9,1
2,0,360.01,56,7,2
1,0,127.84,17,250.1,1
6,0,912,96,12,6
11,0,2462.79,9,9.1,11
1,0,230.4,7,367,1
2,0,309.04,24,75.1,2
1,0,348.8,45,3.9,1
2,1,1047.68,7,43,1
2,0,195.55,13,66,2
57,6,36351.42,113,0.9,51
2,0,688.86,32,116.1,2
1,0,558.32,33,309,1
1,0,324.8,23,66.1,1
3,3,3906.27,55,138,0
1,0,277.07,17,255,1
7,0,2635.79,124,30,7
2,0,924.6,10,52,2
1,0,256.38,10,63.1,1
1,0,112.6,7,366.9,1
5,0,1747.66,70,5,5
1,0,155.05,11,305,1
3,1,899.51,32,28.2,2
3,1,591.75,7,183.2,2
3,0,539,33,42,3
4,1,1353.41,54,39.1,3
2,1,1562.12,37,55.9,1
4,1,4014.91,132,21.9,3
2,2,555.04,25,23.2,0
2,0,382.98,20,28.8,2
3,0,1140.35,26,301.1,3
2,0,385.64,51,144.2,2
2,0,632,90,5,2
2,0,957.66,39,18.1,2
5,0,1698.94,34,32,5
1,1,174.65,10,157.9,0
3,0,412.05,83,57,3
1,0,209.49,15,21.9,1
0,1,-102,0,358.8,-1
6,0,2202.99,58,15.9,6
1,1,40.95,3,17,0
1,0,384.8,28,159,1
4,0,834.57,48,24.9,4
2,0,271.24,17,211.1,2
4,0,691.73,144,5.1,4
1,0,85,1,252.1,1
9,0,3385.62,155,58.1,9
1,0,361.62,20,11,1
1,0,312.98,9,64.2,1
3,1,847.61,55,24,2
3,0,1255,3,92,3
2,0,1537.95,97,51.1,2
1,1,1586.81,93,87.8,0
3,0,2651.46,77,95.1,3
1,1,1056.94,23,8.2,0
25,4,8025.02,39,8.2,21
3,2,363.4,10,168.2,1
1,0,216.17,11,56.9,1
1,0,201.16,27,325.9,1
5,1,1240,58,1,4
8,2,2187.31,97,17.9,6
1,1,299.56,20,244.9,0
4,0,501.56,26,58,4
1,0,145.67,7,74,1
3,0,1015.29,51,30.9,3
2,0,3192.54,32,6.8,2
4,0,3104.95,234,123,4
8,2,2751.25,91,2,6
13,1,6389.8,155,22.1,12
3,1,381.7,21,119.2,2
1,0,540.45,18,357.8,1
5,0,1786.79,79,53.2,5
1,0,122.7,7,63.1,1
1,0,117.24,3,85.9,1
1,0,1281.53,35,54.1,1
13,0,3219.77,125,21,13
20,2,16989.52,72,3,18
5,1,1131.28,54,2.1,4
5,4,2538.75,108,0.7,1
5,1,781.3,45,6.8,4
2,0,506.8,28,188.9,2
1,0,243.56,16,71,1
1,0,349.55,19,203.9,1
2,0,605.63,38,119.2,2
1,0,416.9,15,92.2,1
10,4,1860.86,74,0.9,6
4,0,632.97,26,26,4
1,0,821.1,21,297.1,1
3,2,535.97,25,22,1
4,1,2588.12,97,20.8,3
1,0,311.16,17,50,1
1,0,155.93,12,325.1,1
2,0,388.52,19,16,2
3,0,740.95,42,182.8,3
5,0,2867.2,144,72,5
2,0,332.64,24,37,2
4,1,2347.05,104,79.1,3
9,0,2580.91,120,56.9,9
2,1,613.95,28,3.1,1
2,0,272.04,16,49.2,2
2,0,1212.84,30,49.1,2
2,1,350.16,24,52.9,1
1,0,172.25,7,351.1,1
1,0,351.13,20,53.1,1
6,5,1682.08,90,1.1,1
4,2,616.65,28,36,2
1,0,223.85,11,23,1
1,0,348.99,21,74.1,1
4,0,464.57,23,10.1,4
2,1,802.85,8,168.9,1
2,0,337.34,15,57.2,2
2,1,1230.93,56,85.2,1
1,0,307.4,16,294,1
2,0,608.79,23,109,2
1,0,922.1,31,263.2,1
1,1,361.28,26,170.8,0
1,0,158.85,9,168.9,1
1,0,71.66,7,34.9,1
3,1,556.75,43,23,2
4,0,839.14,39,16.9,4
5,2,4912.41,24,21.1,3
3,0,561.57,11,79,3
1,0,90.6,5,65,1
1,0,102,3,360.1,1
6,0,2427.32,124,2.1,6
4,1,728.56,33,10.9,3
3,0,674.45,38,175.9,3
2,1,3246.091,120,210.8,1
7,0,3515.68,8,6.9,7
2,1,378.59,24,1,1
2,0,322.96,33,153.9,2
5,0,1026.42,123,5,5
0,1,-102.45,0,371.8,-1
3,0,598.2,79,78.9,3
2,0,230.22,11,20.9,2
2,0,169.55,11,21.2,2
4,0,664.54,35,307.9,4
1,0,80.7,2,145.1,1
18,2,8986.69,334,6.9,16
8,3,2702.22,118,8.2,5
2,0,190.25,15,70.1,2
1,0,264.7,11,286.9,1
1,0,413.59,28,49,1
6,1,2503.23,240,31,5
1,0,357.98,10,206.2,1
2,0,196.79,14,14.1,2
1,0,869.87,54,73,1
1,0,200.14,11,60,1
4,1,1861.11,72,38.9,3
12,1,2590.46,91,29.1,11
5,1,488.03,14,26,4
15,1,7024.53,108,3.8,14
1,0,320.46,12,16.9,1
6,3,4098.8,188,19.1,3
2,0,1266.08,33,65.2,2
1,0,311.3,16,212.9,1
6,1,850.63,58,11.9,5
1,0,76.8,5,29.9,1
9,3,3409.66,66,32,6
6,0,2313.14,122,3.1,6
5,1,1383.49,55,14.9,4
12,3,3865.26,102,10,9
1,1,633.71,15,206,0
3,1,2030.33,34,45.1,2
2,0,529.73,47,133.9,2
7,0,4582.64,102,43,7
5,0,2874.72,53,9,5
3,0,962.19,22,115.2,3
2,1,685.93,42,197.9,1
1,0,328.8,11,277,1
3,0,473.02,30,110,3
1,0,505.18,39,77,1
1,0,917.34,20,52.2,1
4,1,4328.46,154,154,3
3,1,1398.96,37,46.2,2
2,0,642.8,37,16.1,2
3,0,631.9,22,154.9,3
1,0,440,28,225,1
2,0,584.07,30,7,2
2,0,327.7,16,121.1,2
1,0,104.82,6,60.2,1
2,0,467.66,15,63,2
8,0,2360.09,210,17.8,8
19,4,14634.64,119,6.8,15
11,7,2929.84,53,1.9,4
3,1,512.02,82,21.9,2
5,0,1428.02,41,28.1,5
1,0,626.65,38,284.1,1
2,0,147.2,27,176,2
3,1,1554.48,64,78,2
1,0,152.2,6,33,1
12,3,3542.19,146,40,9
1,0,141.41,21,266,1
4,0,652.82,165,26,4
4,0,1659.75,4,108.9,4
1,0,154.99,14,283.9,1
5,2,1290.01,22,8,3
1,1,375.13,83,277,0
4,2,5639.15,348,16,2
2,0,746.36,49,31.1,2
23,3,15477.34,52,0.1,20
1,0,225.36,56,19,1
2,0,260.25,2,124,2
1,0,92.46,6,64.9,1
1,0,725.64,10,105.9,1
23,6,8124.4,320,1,17
17,1,6147.4,179,23.1,16
1,0,183.6,8,266.1,1
19,1,6135.38,86,4,18
12,0,10464.85,60,9.1,12
5,2,1188.32,59,29,3
1,0,152.55,7,266,1
2,0,374.7,51,63.1,2
1,0,265.85,22,319.9,1
8,1,1307.41,271,3,7
1,1,139.54,13,20.9,0
3,0,942.26,33,4.2,3
1,0,122.47,43,128.9,1
5,0,499.42,33,40,5
6,0,1049.37,46,101.1,6
1,0,375.1,12,124.1,1
1,0,45.6,4,32.1,1
2,2,904.67,126,266.9,0
1,0,182.25,28,364.1,1
9,0,1018.43,162,4,9
18,1,4435.79,272,2,17
1,1,181.67,61,2,0
13,1,50415.49,379,9.9,12
1,0,161,13,56.1,1
1,0,76.32,1,324.1,1
14,3,4063.1,117,7,11
1,0,442.85,95,11.8,1
17,17,57120.91,1119,3.8,0
1,0,147.35,21,36.1,1
11,1,3092.97,167,16,10
1,0,194.9,24,137.1,1
6,0,5976.79,15,73.1,6
5,3,1314.73,35,4.9,2
2,0,216.21,21,154,2
1,1,1260.33,74,84.9,0
7,1,2688.48,61,51.1,6
2,1,594.16,33,30.1,1
1,1,80.2,9,23,0
12,1,5669.65,94,3,11
4,1,688.6,10,14,3
7,5,2774.17,117,22,2
4,4,1377.92,26,3,0
2,0,386.53,15,273.1,2
5,0,1382.74,61,19.1,5
1,0,90,3,143.2,1
0,1,-19.9,0,354,-1
4,2,2740.3,148,3,2
1,0,419.58,4,84,1
3,0,2740.43,159,10,3
3,1,643.63,14,7,2
3,0,709.71,39,122.1,3
2,0,637.5,40,60.1,2
5,0,1123.86,31,1.1,5
1,0,483.86,66,318.9,1
11,1,3580.13,100,2,10
3,2,590.34,25,129.1,1
15,0,4690.31,95,1.1,15
2,0,982.38,40,1,2
1,0,415.82,26,46,1
2,1,920.05,60,3.2,1
4,2,879.03,27,2.1,2
1,0,311.81,22,372.8,1
1,0,115.8,7,133.2,1
4,1,3148.2,6,46.1,3
5,1,2949.57,183,8.1,4
2,1,468.4,4,49,1
1,0,157.2,3,233.1,1
1,2,259.43,28,212.1,-1
2,0,658.64,23,35.1,2
2,1,611.09,47,75,1
2,0,1345.62,52,238.9,2
1,0,118.75,6,265.9,1
55,11,113384.14,714,9.1,44
2,1,400.43,45,19.1,1
1,0,507.66,41,39.9,1
11,3,4678.3,501,19,8
3,0,1110.52,87,215.1,3
2,0,289.36,25,173.1,2
4,0,2445.91,36,86.9,4
2,0,1631.77,28,70.1,2
1,0,122.54,23,275,1
4,0,574.84,27,38.9,4
1,0,363.79,57,97.9,1
4,0,450.84,28,10,4
1,0,134.46,26,33,1
3,4,3108.06,139,51,-1
4,1,574,28,297,3
4,1,554.46,37,84.2,3
7,0,1620.93,191,8,7
2,0,719.78,135,40,2
25,6,4640.77,112,10.1,19
1,0,452.89,24,66,1
1,0,197.65,3,331,1
6,4,2018.91,34,8.1,2
15,9,4604.31,176,1.9,6
13,1,4660.01,145,1.1,12
2,0,853.39,35,67.2,2
21,11,11216.75,269,4.1,10
2,1,962.7,7,201.1,1
1,0,335.52,6,106.1,1
4,3,663.5,35,3.8,1
1,0,185.4,2,218,1
7,2,688.04,32,60,5
1,0,161.03,36,2,1
2,2,218.78,23,10,0
1,1,308.26,20,238.9,0
1,0,151.74,10,94,1
6,1,2067.13,55,10.1,5
6,1,1900.89,66,91,5
9,4,2208.3,87,53,5
1,0,1070.48,9,89,1
0,1,-1192.2,0,371.1,-1
5,2,1000.23,64,30.1,3
6,1,1777.92,98,11,5
4,0,1839.3,47,2.9,4
17,7,1925.36,78,1,10
1,0,169.48,12,42.2,1
1,0,89.94,7,3.9,1
2,0,632.4,21,247,2
9,1,3427.85,123,42,8
1,0,683.17,41,176.9,1
3,1,975.23,50,92,2
4,0,1050.12,105,110,4
5,2,2201.64,64,28.1,3
10,5,3315.71,117,25.9,5
3,2,1450.6,29,51.2,1
3,2,822.06,47,178.9,1
5,3,2043.93,81,31,2
4,1,1447.51,30,43.2,3
4,0,775.46,122,21.8,4
5,1,3093.86,65,10,4
2,0,490.86,15,80.2,2
1,0,161,9,373,1
1,0,146.85,8,325.9,1
11,2,2323.5,83,43,9
2,0,890.34,37,30,2
1,0,213.7,10,183.1,1
2,0,280.55,13,234.1,2
10,4,2535.88,99,8.1,6
2,3,1677.48,107,176,-1
3,0,1474.06,57,110.1,3
1,0,136.77,19,277.9,1
1,0,302.58,8,317.9,1
3,0,1904.05,94,6.9,3
5,0,2879.7,37,1.2,5
2,1,935.06,51,253.9,1
5,1,3087.27,88,51,4
9,1,12650.08,58,8.9,8
1,0,120,5,141.1,1
2,0,1163.45,52,50.2,2
8,0,2618.23,87,7.9,8
2,1,319.47,15,154.1,1
2,0,530.18,31,109,2
3,4,1279.09,25,150.1,-1
1,0,492.65,29,331.1,1
1,0,112.32,10,225,1
2,0,437.96,33,73.2,2
4,0,559.97,22,51,4
3,2,1019.39,52,87.8,1
3,1,3957,195,14.9,2
1,0,134.04,8,196.1,1
15,0,3729.34,70,2.8,15
2,1,578.45,24,30.2,1
4,0,1910.01,18,20.9,4
3,2,4595.81,220,23.1,1
3,1,151.23,9,8,2
1,1,413.85,16,211.9,0
6,0,911.26,33,8,6
5,1,2307.45,89,10.9,4
11,1,3873.3,145,1.1,10
9,5,4819.33,64,7,4
4,0,1046.56,51,2.9,4
1,1,154.7,5,39.9,0
4,2,1284.06,48,17.2,2
44,1,50862.44,884,2.9,43
9,9,2855.35,94,7.9,0
1,0,43.2,3,18.2,1
1,1,632.04,13,107.2,0
1,1,197.1,17,222.1,0
3,2,1803.76,96,70.9,1
2,1,2083.42,33,51,1
6,0,2995.72,150,88.2,6
9,1,2319.68,74,8,8
1,1,229.71,20,224.8,0
6,0,1611.59,74,46.2,6
1,0,120,8,106.1,1
6,1,2456.98,64,20.9,5
1,0,508.58,24,64.1,1
2,1,343.11,29,206.2,1
5,0,1530.75,111,10.1,5
2,2,574.26,32,114.1,0
1,1,166.85,8,234.1,0
1,0,311.65,12,163,1
7,7,4928.74,218,8.2,0
2,0,462.66,27,124,2
3,0,866.31,22,22,3
1,1,351.45,15,63.8,0
8,1,2539.46,98,16.1,7
2,0,468.26,55,16,2
4,0,1614.91,77,16,4
2,2,554.22,30,157.9,0
1,3,289.91,14,234.1,-2
1,0,134.7,6,218.2,1
8,1,2166.38,109,44.9,7
4,2,607.71,18,21,2
8,0,889.93,56,127,8
1,0,108.98,6,38.1,1
2,0,1021.58,55,120.2,2
1,0,409.57,18,259.9,1
1,0,133.5,31,9.9,1
1,1,258.7,18,270,0
1,0,51,1,164.1,1
4,0,1078.96,44,156.9,4
1,0,90.6,6,214.9,1
2,0,163.62,9,5.1,2
1,0,174.4,11,365,1
2,2,666.94,33,59.9,0
1,0,225.77,39,42.9,1
3,3,882.58,44,19,0
4,0,2128.23,104,31.2,4
1,0,161.2,37,21.9,1
8,0,3717.35,61,108.1,8
16,3,9167.82,270,8,13
1,0,155,8,319.1,1
1,0,100.5,4,294.8,1
1,0,76.55,4,357.9,1
1,0,257.68,57,185,1
2,0,617.05,11,191,2
2,0,348.1,39,43.9,2
1,0,202.68,56,51.9,1
1,0,626.07,121,25.9,1
3,0,1247.69,49,37.9,3
3,0,202.11,13,8.9,3
1,0,142.4,7,296.1,1
3,0,1770.56,125,32,3
8,2,3172.04,124,8.1,6
2,3,999.72,33,8.1,-1
9,4,4592.47,135,10,5
1,0,67.95,5,217.8,1
9,3,3471.91,181,1.9,6
2,0,487.99,71,64.9,2
19,4,2556.68,18,0.1,15
1,1,559.7,25,140.8,0
13,1,4039.98,113,4,12
4,1,1426.31,17,130,3
6,1,1434.72,70,33,5
1,0,156.75,8,118.9,1
6,3,2111.08,67,107,3
7,0,2606.53,60,10,7
6,1,1908.25,40,70.8,5
9,6,576.3,153,15.1,3
1,0,1063,14,310.1,1
2,1,761.33,43,35,1
1,0,122.7,22,362,1
7,1,1485.13,79,91.1,6
13,5,5811.56,283,0.9,8
2,0,490.22,13,21.9,2
3,0,1937.25,114,3,3
6,0,1058.06,112,10.1,6
1,1,385.87,29,84.9,0
2,0,813.11,25,57,2
6,0,4263.64,189,0.1,6
1,0,265.2,3,217.9,1
1,0,322.08,1,17,1
10,6,3918.9,183,18,4
2,0,363.34,16,50,2
5,2,1230.14,108,7,3
1,1,397.76,17,298.1,0
6,0,2255.51,256,9.2,6
6,0,1372.8,3,21.2,6
1,0,89.06,9,98.2,1
1,1,-43.4,5,143,0
1,0,131.9,9,305.9,1
1,0,2661.24,32,319,1
5,0,2357.68,33,7.9,5
4,6,1545.14,43,0.2,-2
2,3,1544.62,58,1,-1
4,3,1400.88,84,53.2,1
4,0,1039.58,233,0.1,4
5,0,1163.23,54,18.2,5
2,0,375.35,20,9,2
4,0,907.1,201,18,4
3,0,483.25,32,180.1,3
2,0,662.59,86,60,2
2,0,264.44,55,10,2
1,0,119.93,22,190,1
9,5,3047.63,580,5,4
1,0,113.64,4,310.1,1
1,0,1837.92,37,155,1
3,1,383.34,14,110,2
3,0,2103.06,173,147.9,3
11,4,1965.9,150,63.2,7
3,0,529.62,6,97.9,3
3,0,1058.62,107,246,3
7,0,2272.4,35,28.9,7
4,0,598.76,67,17,4
2,0,461.19,43,11.1,2
8,0,1936.84,153,103.1,8
2,0,234.34,7,73.9,2
1,1,537.71,29,43,0
3,3,799.82,35,71.1,0
1,0,215.7,17,256.9,1
4,1,1307.81,7,19.1,3
2,0,316.25,18,253.2,2
1,0,279.05,13,10.8,1
2,0,636.51,25,164.1,2
6,0,2068.15,110,18,6
1,1,129.2,9,149.2,0
1,0,321.92,14,50,1
1,0,165.75,44,38,1
6,1,1183.58,112,26,5
1,1,1047.43,46,51,0
1,0,463.38,30,207,1
2,0,340.93,17,174.9,2
5,2,2362.84,95,6.9,3
1,0,139.56,7,25.1,1
2,0,123.8,6,50.1,2
2,0,538.81,16,311.2,2
1,1,457.47,29,300.9,0
5,0,1957.32,162,42.1,5
3,0,815.32,146,26,3
3,0,356.85,6,87.9,3
2,1,190.31,9,63.7,1
11,3,2351.02,368,19,8
6,0,3543.26,113,3,6
4,0,673.26,85,46.9,4
8,3,5818.7,540,16.9,5
5,0,2012.17,204,17,5
6,1,1368.18,79,23,5
2,0,276.42,52,21.7,2
5,1,1267.41,53,10.8,4
2,0,275.28,19,187,2
3,1,438.49,11,100.1,2
3,0,1055.35,65,60.9,3
6,0,2102.09,68,17.1,6
2,0,330.45,17,32.9,2
1,0,174.37,16,64,1
2,0,270.6,3,1.1,2
4,0,974.54,15,24,4
1,0,241.09,12,108,1
9,0,1867.68,161,31,9
9,4,4221.37,217,8.2,5
55,31,7711.38,330,2,24
1,0,364.22,18,36.8,1
3,0,620.04,177,59.9,3
6,0,2925.91,140,25.1,6
4,0,932.85,45,236,4
7,2,1812.62,53,24,5
18,7,4075.35,331,2,11
3,1,2841.09,280,58.9,2
1,0,171.8,18,259,1
1,0,355.56,10,57.1,1
2,0,388.25,19,64.1,2
2,0,537.48,31,15.1,2
3,0,996.26,64,9.1,3
8,0,1461.65,71,58.2,8
1,0,103.25,5,185.2,1
16,5,2916.17,43,3.1,11
2,0,2024.45,97,23.9,2
5,4,2487.02,250,3.8,1
8,1,3986.74,198,3.1,7
2,0,652.8,2,150.1,2
1,0,289.24,56,311,1
2,0,765.62,38,10,2
2,0,186.23,9,18,2
1,0,165.07,57,151,1
5,0,859.27,103,19,5
4,0,2381.04,147,9.8,4
2,0,324.14,18,56.9,2
1,1,0,16,63.7,0
22,2,2174.18,39,6.9,20
3,0,1080.76,67,75,3
18,4,4709.22,187,3.1,14
4,2,3073.77,111,95.1,2
1,0,1432,4,110.1,1
2,1,1524.46,33,35,1
1,0,227.39,10,0.9,1
2,0,218.06,29,280.1,2
7,3,2803.69,190,2.9,4
9,4,1603.72,127,179.1,5
1,0,35.4,1,371.8,1
4,0,859.71,86,12,4
1,0,168.63,24,2.8,1
1,0,138.6,16,16,1
1,0,114.11,6,40,1
5,0,1052.55,243,5,5
4,1,1029.26,68,168.8,3
1,0,157.05,29,50,1
1,2,134.16,19,226.8,-1
9,1,1598.24,170,18.1,8
1,0,39.75,3,371,1
4,0,1447.14,138,15,4
3,0,570.46,132,34.8,3
3,0,617.99,127,21,3
2,0,379.83,48,7,2
6,0,1740.6,94,19,6
2,0,883.15,45,11,2
1,0,221.97,49,44,1
1,0,393.33,25,305.1,1
1,0,213.96,7,10.1,1
1,0,660,2,274.1,1
93,35,11713.85,819,0.7,58
14,3,11341.1,38,15.1,11
4,0,1785.15,8,3.8,4
4,0,601.56,2,72,4
3,0,406.08,2,242.2,3
3,1,538.59,10,9,2
1,1,379.51,20,238.9,0
2,1,393.28,26,204,1
5,1,1765.76,80,0.9,4
1,0,320.58,21,184,1
5,1,869.35,108,32,4
2,0,225.85,13,57,2
2,3,848.48,51,184.9,-1
4,3,2757.07,108,8.2,1
0,1,-21.85,0,311.1,-1
2,0,671.96,22,91,2
2,1,939.21,133,3.8,1
3,0,1006.98,38,50.1,3
1,0,114.56,8,262.2,1
1,0,344.9,20,265.8,1
2,0,609.85,27,35.9,2
1,0,443.6,16,50.2,1
6,2,2952.34,138,51.9,4
6,2,2042.15,87,15.1,4
1,0,110.46,7,21.1,1
1,0,96.12,2,58.1,1
2,1,668.61,30,170,1
2,2,780.46,26,8.9,0
2,0,597.09,28,156.2,2
74,3,279489.02,701,1,71
1,0,243.22,24,201,1
4,0,1417.29,148,4,4
2,0,654.6,95,66.9,2
1,0,114.18,29,77,1
7,0,1947.55,154,1,7
4,1,1930.15,35,3.1,3
2,0,291.05,73,169,2
4,1,838.27,103,17,3
2,0,247.15,27,4.9,2
9,3,2456.53,147,8,6
2,0,285.74,24,86.1,2
1,0,107.95,4,26,1
4,0,771.17,143,28,4
2,0,637.89,78,19.1,2
5,2,1258.38,63,60.1,3
1,0,195.25,14,24,1
25,2,9231.2,354,10.1,23
3,0,1269.99,158,241.1,3
2,0,411.53,107,279.9,2
2,0,765.55,58,234.1,2
5,0,1736.4,39,2.9,5
1,0,604.75,93,16,1
6,2,2543.24,29,31,4
0,1,-2.55,0,371.1,-1
16,7,26932.34,73,24.8,9
3,0,498.95,6,70.9,3
2,0,52,1,187.1,2
5,0,1236.28,231,25.1,5
1,0,628.38,15,106.1,1
21,6,5107.38,148,7,15
1,0,112.8,13,208.1,1
2,1,358.61,40,43.9,1
5,0,2114.33,50,30,5
4,1,582.05,53,136.9,3
1,0,172.9,8,264,1
7,2,2070.97,117,4,5
2,0,188.61,22,217.9,2
5,0,1250.76,148,1,5
1,0,109.13,8,214,1
3,0,2235.3,80,31.9,3
9,3,2486.22,268,10,6
17,1,3250.64,196,0.7,16
1,0,318.17,22,14.1,1
9,0,1546.91,288,11,9
1,0,179,1,198,1
3,1,1096.67,25,2.2,2
13,1,4911.14,71,14.9,12
4,0,606.13,124,13.9,4
11,1,2838.2,221,9.9,10
3,0,917.07,21,29,3
11,1,2664.26,146,8.8,10
1,0,160.19,10,24,1
4,0,867.38,60,24,4
2,0,329.68,46,42.8,2
5,1,1592.18,177,1,4
3,0,663.81,34,5,3
1,0,187.92,28,147,1
6,0,1158.3,193,9.9,6
1,0,718.08,45,24,1
1,0,268.58,10,273.9,1
1,0,313.49,69,373,1
8,0,2005.06,317,0.9,8
3,0,380.02,38,46.9,3
8,2,2686.34,105,7.9,6
12,3,9451.54,102,8.9,9
32,2,5807.69,99,3,30
3,0,1164.55,15,3.1,3
7,2,1289.94,39,39,5
7,1,3899.1,47,1.9,6
3,1,1423.21,85,190.9,2
6,0,1400.34,35,11.2,6
7,2,1088.53,21,16,5
5,1,1167.16,46,112.2,4
